31937,2020-03-31,539872.0
12487,2010-02-28,200866.0
36951,2017-07-31,447345.0
32830,2015-12-31,133448.0
27077,1999-04-30,121513.0
11914,1997-12-31,168593.0
52207,2019-11-30,223421.0
48474,2017-05-31,206862.0
14223,2008-05-31,118232.0
21790,2020-01-31,225148.0
20317,2001-06-30,141025.0
51636,2011-08-31,184063.0
4836,2009-02-28,255794.0
55823,2019-04-30,150586.0
13330,2015-01-31,324692.0
52207,2017-07-31,175624.0
40379,2018-11-30,96191.0
42358,2013-06-30,181868.0
36026,2007-03-31,266713.0
30903,1998-01-31,194473.0
55039,2011-01-31,311218.0
39161,2001-06-30,175057.0
45625,2012-09-30,146645.0
11924,2021-10-31,171901.0
39436,2019-05-31,313649.0
7943,2002-08-31,219003.0
55039,2001-10-31,227889.0
8238,2008-02-29,329129.0
37793,2005-07-31,153605.0
19283,2012-08-31,76416.0
6004,2011-11-30,188953.0
40925,2009-07-31,246258.0
15981,2020-10-31,419474.0
4216,1999-05-31,184513.0
25456,2020-06-30,324126.0
38438,2012-06-30,210450.0
45144,2017-06-30,306884.0
11924,2007-02-28,95945.0
39161,1999-07-31,169373.0
31784,1998-03-31,145570.0
15596,2012-11-30,110665.0
53323,2005-03-31,119519.0
8598,2006-11-30,185022.0
31785,2008-05-31,269363.0
14138,2017-06-30,432357.0
18878,1998-10-31,82787.0
41871,2021-01-31,345910.0
49529,2019-06-30,237824.0
20403,2010-05-31,240572.0
7223,2018-08-31,263048.0
207441,1998-10-31,203554.0
51636,1999-08-31,137063.0
28600,2014-11-30,181621.0
15862,2014-05-31,95473.0
29491,2001-04-30,153583.0
15232,2022-04-30,245759.0
5891,2018-03-31,282843.0
53762,2001-01-31,145231.0
30738,2002-10-31,110497.0
52041,2016-10-31,228663.0
45327,2021-01-31,132367.0
24967,2021-07-31,439710.0
20403,2009-06-30,258357.0
15449,2018-05-31,354663.0
42938,2007-04-30,223187.0
36026,2006-07-31,248790.0
